Unnamed: 0,x_test,future
5441.0,"[ 67 150   6  60  57  45   6  60  57  45   6  60 171 122 171 122 171 122
 145 122 145  42 145 122 145  42 145 122 148   6 148   6]",[  6   2 165   2 165   2 165  71]
5442.0,"[ 82 117  11  11 163  82 103  11 132 161 150 134 117 151  49 165 116 117
  73 144  51 165 144  73  49 117 151 165  13 165  49 151]",[117  78  88  13  88  73  13  88]
5443.0,"[136  71   8 103 144  14   8  91   8  14 144   5 150 144  17  91  17 144
 116  45  71 136 116  91  88 136  71  99 137  13  17  99]",[ 51  17  13   8 150 151 144   8]
5444.0,"[140 163  64 150 137  64 140  64 131 150  64 137  46  64 103 128 103  41
 160 152 103 151 160 152 165  13 151  64  17 123  17 136]",[ 91  46  41 159  41  46 180  41]
5445.0,"[117  91  54  91 179 151  82  54  82  46 165 117  82  14  82 105  73  82
  14  82  82 151 117  91  54  91  94 124   9  54   9  82]",[134   9  14   9  82 160   9  17]
5446.0,"[121 105 134 179  45 171 121 105 134 179  45 171 121 105 134 179  45 171
 121 105 134 179  45 171  99 105 179 166 105 179 166 105]",[166 105 179 105 179 159 179 159]
5447.0,"[ 22  87  22  87  95  41  95  87  95 110  95 178 178  56  56  87  93  56
  56  95 101  41  95  41  95 178 178  56  56  87  93  56]",[ 95 101   5 137   5 137 176  95]
5448.0,"[ 19 159  80 155  54  50 159  80  54  50 144 179 166  78  50 159 126 180
 179 155  50  82  19 159  80 155  54  50 179  80  54  50]",[  9  50 177  78 123 126 136  54]
5449.0,"[ 73  73  73  73 115 124  26 136  73  73  73 112  91  73  73  73  26  77
   9  73  73  73  50  73  73  73 127 149 136  73  73  73]",[123  73  73  73 126  77   9  73]
5450.0,"[ 15 158  24 174  77  77  77  77  77 159  77  77  94  77  80  77  77  94
  77 127 105 138   7  97   7  94 113 113  82 113  35 113]",[ 82 113   7 179  61 153  85 153]
5451.0,"[ 97 180 180  97 180 159 159 180 159  35  35 159  35 136 180 136  97 180
 159 159 123 180 159  35  35  13 159  35 136 136 152  35]",[123 123 128 136 123  13 136 152]
5452.0,"[165  14  17  14 144 166  14 105  17 179  14  46 144  14  17  14  46 165
  14  17  14  46  73  14  17  14  73 179  14  46  17  94]",[ 80  73  14  17  14 148 151  14]
5453.0,"[ 94  13 159 165 179  71 159 165 179  71 105 123  50  54  80 144 179  78
 166 117  53  60 115 177  36 161  33 170 181 113 113  56]",[ 82 123  94  71 159 165 179  13]
5454.0,"[ 75  54  26 136  75  50  26   9  75 136  53  75  50  53 136  75  54  53
 123 121 144  53 121 144  53 121 144  53 121  71 115 121]",[115 121  94 115  75 159  63  75]
5455.0,"[ 82 165  82 165 153   9 105  14 105  14  85  91  82 165  82 165 105  14
  46  17 105  14  46  17 179  15  82 179  91 165 105  93]",[105  82 165  85 132 105  85 179]
5456.0,"[ 94 124 179 153  77  85 105  77 179  46 124  94  82  15 132 130 119  15
 130 119 132 130 102 135 130  98  11 119 135  98 130  11]",[119 132  15 130 119 132 130 115]
5457.0,"[ 73  82 165  80 144 159 123  38 158 141 149 141 149 141 149  66  19  66
  19 158  38 100  22 100  22 158  29  10  19 159 158  38]",[ 38 158 141 149  66  19  66  19]
5458.0,"[151  82 128 174  54 117 123 165  82 128  54 117 123 165   9  60  54 117
 144  73   9  60  54 117 144  73 118 118  65  65  30  30]",[ 65  65  65 118 118 118 118 179]
5459.0,"[ 78  19  78  19  40  78  35  19  80  35  78   9  22  40  70  78  19  40
  70  78  19  40  78  35  19  80  35  78 149  22 159 162]",[ 19 159 162  78  19  85 162 103]
5460.0,"[ 92 162  92  80 138 106  39 106  39 106  39 106  39 106  39  35  39 106
  39 106  39 106  39 106  39 106  39  35 163 162  92 162]",[162  92 162  92 162  92 166  92]
5461.0,"[ 54 117  54 117  69 124  69 124  69 124  69 124  69 124  69 124 110  38
 124  69 124  69 124  69 124  69 124  69 112  15  38 112]",[112  69 124 112  15 112  15  69]
5462.0,"[103  46 163  92 138 163 170  60 136  80 170 170 163  47 134 136  82  47
  47  61 125 108 131  13  50  91  35 108  48 108  92 163]",[ 46 163 163 138  67 163 103  46]
5463.0,"[  6 141   6 141   6 141   6 141   6 141   6 141   6  52  37  52  37  52
  37  52 117 177  78  78  66 128 177  78  78  52 117 177]",[ 78  19 152 177  78  78  37 160]
5464.0,"[  1  26 131  63  26  97  97  55  26  97 180 180  97 180 159 159  55 180
 159  35  35 159  35 136 100 154  26 131  63  26  97  97]",[ 26  97 180 180  97 180 159 159]
5465.0,"[  8   8  51  51 178 178 178 129 129  88  49   0  29   5 129  88 178  29
   5  49   0 129   0   0   0  49   0   5   0  29  99   5]",[178 129  88 178  88 129  88   5]
5466.0,"[ 26 134  68  60  26 128 155  60 115 155  60 115 155  60 115  68  78  26
  68  73  26 165  68 144  26 123 155 144 115 155 144 115]",[144 115  68  50  26  68   9  26]
5467.0,"[142 105   9  77 107 179   9  77 107 179   9 102 129  90  98 102  26   5
 153 105   5 159 115   0  98  36 127   0 153 166   0  94]",[ 49 119  36 115  29   7 166  29]
5468.0,"[ 93  93  93  93  82  93  82  93  82  93  82  93  82  93  82 154 100 154
 100 154 100 154   1 154   1 154   1 126  83 126  83 126]",[126  83 126  83 126  83 101  83]
5469.0,"[136  35 128 159 180  60 136  35 174 159 180 136  35  46  35  50  35 131
  46 166  26  50  35  18  46 166 115  50  80  63  46 166]",[ 80  46 180 136  80  46 180 136]
5470.0,"[160  82 151   9 160  82 151  94  73  82 151  94  73 159 165  94  13 159
 165 179  71 159 165 179  71 105 123  50  54  80 144 179]",[166 117  53  60 115 177  36 161]
5471.0,"[ 71  61  94  45  14 137 105 160  14 137 105 160  35 131  97  13  35 131
  97  13  94  45 127  71  94  45 127  71 105 160 102  14]",[160 102  14  94  45 127  71  94]
5472.0,"[ 55   1  55  55  55  89  55  13  55  55  55  55  55  55   1  55   1  55
   1  55   1  55   1 152  55   1  89   1 154   1  55   1]",[  1  55  55  55  89 180  13  63]
5473.0,"[ 99 131  13  35  56  99  45  71 102  95 178  46 103 114  17  18 114  88
 101  45 146  71 127 114  56 137  45  56 160 105  41 137]",[ 71  94  41  57  57 137  45  71]
5474.0,"[128 117 128   0 174 128 117 128 178 150 128 117 128 129 150 134 117 134
   8 174  60 117  60 178 128 152 165   0 152 157 117 165]",[165 157 117 165 123 165   0 117]
5475.0,"[ 50 123  50 123 162  19 162  19 162  19 162  19 162  19 162  19 162 145
 162 122 145 162 145 122 162 145 162 122 145 162 145 122]",[ 57 106  70  57 106  57  70 106]
5476.0,"[ 71  17  71  17  50  17  71  91 151 144  17 144 151 144 151 144  17 144
 151  35 145  13  17  50  17  13  17  13  17  50  17  13]",[  1  17 136   9 136  17 136  17]
5477.0,"[ 31 174 150 174 137 140 137  12 163  12 163 161  12 137 163 177 163  67
 150  67 150  67 150   6  60  57  45   6  60  57  45   6]",[171 122 171 122 171 122 145 122]
5478.0,"[ 37  88  69 121  15  37  88  57  68 101 116  57  68 101 129 116  88  57
  68 101 116  57  68 101 116  99   5  41  95 143   5  41]",[143  88  51  93 178  28  76  99]
5479.0,"[158 152  42  93  42  93  70 116 100 154  70  55 180 152  55 152 131  97
 126 152  53 152  60 154 153 152  53  53 152 128  83 152]",[ 75 126  83 180 152 126 152 150]
5480.0,"[179  54  50  78 179 159 117  50  35 144  80  80  50  35 144 159  80 152
  91   9 144 159 179   9  80 144 180  85 160  80  46  42]",[  7  80  46  42  53 159  73  14]
5481.0,"[103 151 132 162 103  78  13 117  94  13  82 151  35  78  82 151  94 122
  46 150 103 165  46 150  45  13  46 150 134 151 179 137]",[ 13 137  45  13 137  45  13 179]
5482.0,"[ 78 109  29  70  78  70  78  70  29 177 109 177 109  29  70 177  70 177
 164  29  42 177  42 177 109  29  70 177  70 177   3  78]",[117  74 117  59 152 149 128 149]
5483.0,"[ 97 127  97  53  80 144 162  97  53  97  53  97  53  97  53 153 152  53
  97 153 144 166 180 179 159  80  35  78   9  50 136 144]",[123 144 123  54 136  73  54 136]
5484.0,"[ 95  13  28 151 132 103 122 160 132 117 161 132  47 161 150  91 161 163
  69  61  69 151   6 144  69  71  45  69  61  45  69 151]",[165  69  73  24 152  68 151  24]
5485.0,"[160  17 103  14 160  50  78  54 117  50  78  54 117 144  60  54 117  50
 177   9 174  82 134  80  60 159 128 179 117 180 152 166]",[153  73 166  78 180 152 179 117]
5486.0,"[ 55  63  26  97  97  26  97 180 180  55  97 180 159 159 180 159  35 100
 154  63 131 173  63  26  26  55  63  26  97  97  26  97]",[180  55  97 180 159 159 180 159]
5487.0,"[  7  97  85  95 105 179  46  28  94  82  35  93  91  14  93  54  69  91
  14  54 160  17  71   9  73  82 165   9  73  14 160  17]",[165 134  73 174 165 134  73 174]
5488.0,"[151 152  54 117  52  80  49 144  50  35 116 144 136  91 144 136  14  99
  13  71  94  71  14 136 157 152 151  71 151 152  17 137]",[151 144 151 103  91 140 151  71]
5489.0,"[ 82 134 123  14  35  82 123  14  35  82   5  71  54  51  35  82  49  71
  54  35  82 134  71  54  35  82  71  54  35  82  49 165]",[ 88  35  82 129 165 123  35  82]
5490.0,"[ 69   7  97  85  95 105 179  46  28  94  82  35  93  91  14  93  54  69
  91  14  54 137  17  71 165  47  17 165  17  82  17 165]",[ 17 134 165  17 134  82 134  17]
5491.0,"[153  13 144  97  50  35 153  13 144  50  35 140  13 144  50  35  13 144
 166 136   9 180  73 144 179 136   9 159  73 144 136   9]",[ 73 144 136   9 177  73 144 136]
5492.0,"[179  37 166  71 105 179  71 166 179  37 179  71 179  71 115  37 115  71
 115  71 179  69  50  46  69  50 179  69  50 115 155  50]",[155  50 115 155  50  53 155  50]
5493.0,"[179   9  46 134 165  53  14 165   7  14 153  82 117 165  54 165  85  91
  14  46 150 151 153  17 151  85 144 105  91  45 151  71]",[179  54 105  14 131 160  54 160]
5494.0,"[ 42 152  42 152  42 152  42 152   9 140  80   9  14  80  89  46  80   9
  46 105  46  80 105  89 153 105  46 153  53 153 105  53]",[ 53 153  18 102  18  53  18 102]
5495.0,"[ 69 124  69 124  69 112  15  38 112  38 112  69 124 112  15 112  15  69
 124  69 124  69 124 112  15 124  86 118  49 118  49 118]",[118  49  86 112  15  15 132 132]
5496.0,"[142  10  10  10 111  10  72  10  10  10  10 128  10 142  10 142 159 142
  26 166 142  26 153 142  26 159  10  26   7 111 159 159]",[ 26   7  10 159 159  10  26   7]
5497.0,"[144 136  91 144 136  50 131  13  71  35  13  71 136  60 152 151 144 151
 152  54 117  78 144 131  78 150  80 177  80 116 144 136]",[136 144 136 144 136  91 140 136]
5498.0,"[144  78 117  78 108 117  78 144  78 117  80   0 144 136   9 136 144 136
 144 136   9 136 144  80 177 144  54  35  54 144 159  54]",[ 80  35  54 153 140   9  80 180]
5499.0,"[179 159  15  94  15  82  94 124  94  71 159 123  94  71   9  73  14 160
 153   9 105  14  94  71 159 123  94  71   9  73  14 160]",[  9 105  14 146  45  94  71   7]
5500.0,"[ 80 136 180  80   9  80  17 180  13 123  97 180 159 159 136 180 159  35
 159  26 131 152  63  26  97  97  13  26  97 180  97  73]",[103  78  36  18  97  97  17  18]
5501.0,"[159  73  94   9  94  37  94   9  94  73 159   9 125 180  91 159  78  80
  50  80  54  80  50 159  73  80  14  80 123  80  14 159]",[ 80  82  50  80 159  21 179  50]
5502.0,"[ 46 152 180  46 100 159  80 103 180 100 166 152 153 100  99 128  70 152
  70 129 128  70 152  99  70  99 103 100   0 160 100   0]",[100   0 160 100   0 117 155  29]
5503.0,"[ 82 180  78 123 159 136 105  82 160  17  46  14  35 105  54 160  94  14
  51  87  51  87  51  87  51  87  28  87  51  87  27  87]",[ 87  15 132  15 132  15 132  15]
5504.0,"[142   9  50 103   9 145  80   9 103  80  14  60   9  50 100  35 159 111
 166  97 162  53  26  26  18  26  78  76 109  26  78  18]",[109  26  78 127  36 109 127  36]
5505.0,"[ 77  69  69  25  30  77  24  77  24 142 174  73 174  77  73 174  73 174
  73 174  69 174  73 174  30  73 174  73  77  77 174  73]",[ 30  48 174  48  77 174  48 174]
5506.0,"[174  48 174  48  24  48 174  48 112 174  48 174  24  24  48 174  48 107
  48 174  48 142 174  48 174  77  77  48 174  48  48 174]",[ 31 174  48 174  48 174  48  82]
5507.0,"[ 80 180  41  60  40  46  94  45  79 103 136 176 152 100 136 152  74  56
  54 176 160 176 136 176 152 176  56  14 176 103 176 136]",[ 45 176  56  56  94  14  35  56]
5508.0,"[165 134  71  45 123 128  54 117  14 160  91 151 144  60  91 151  71  45
   9  73  96   2  96   2  96   2  96   2   9  87  73  28]",[ 69  54 117  14 160  91 151   9]
5509.0,"[ 50  78  80  80  54  50  78 159  80 128 136  50  78  82 159  50  82  78
 179 180 177  82 159  78  85 153  82 159  78 180 179 117]",[ 82 165 180 179  91  82 165 159]
5510.0,"[138  92 163 131  92 103  46 103  92 128 103  60  80 136  53  60  60 103
 134  82 136   7 134 134 103 125 131  35  97  50  91  35]",[174 131  92 163 103  46 163  92]
5511.0,"[159  94 123  82   9  50 165  14 136  14  13 151 160 152 103  45  71 165
  17 136  14  13  91 151  35 160  82 152 103  45  71 165]",[136  14  13  91 151  35 160  82]
5512.0,"[ 50 136 177  50  80   9 136  78   9 159  82 136  78  82 159  82 136  78
  82 159  82 136  60  82 179  80  54  60  80 159  82  50]",[ 82 159   9  14 128   9 159  78]
5513.0,"[ 35  73  46  78 103 166  46  35  35  17  46  35  50  35 123 180 144 152
 153 180  80  80 136 180  80   9  80  17 180 123  13  97]",[159 159 136 180 159  35 159  26]
5514.0,"[ 13 151 160  14  54  91  35  82 123  94  71 159 165  94  13 159 165 179
  71 159 165 179  71 105 123  50  54  80 144 179  78 166]",[ 53  60 115 177  36 161  33 170]
5515.0,"[  9  99  73 144 136   9  73 144 180 136  35 180  13  71 180 136  35 105
  13  71 136  35 137  13  71 136  35  13  71  14  35 159]",[ 71  14 179  35 105  13  71  14]
5516.0,"[178  82  99  28 157  87   5 118 112 118 112 132 112 117  87  28 132 112
 132 112 117  11  95  15 112  15 112 112 157  15 178 112]",[ 15  49 112 157  15  49  87  51]
5517.0,"[ 80  82  22  82  72   9  35  66  66  10  66 158  19  78 151 152 151  50
  78  91 151 136 152  91 151 158 158 158 158 158 158 177]",[140 150  78 177 151 150 152 140]
5518.0,"[136 131  35 159  50  13  35  46  91  35 180  50 103  13  35  46  35  50
  17  50  17  13  78 163  13  17  50 131  17  13  78  13]",[ 13 177 131  17  50  35 131  50]
5519.0,"[126 132 126 132 126 132 126 132  93 165  82  18  14 103 163 117 161 103
 163  45  61  78 177 160 137 117 161  93 117 160  93 151]",[165  93  69  17  54 160  14 117]
5520.0,"[100   8  80 114 174  46  73 114 174  46  73 112 177 179  78 112 177 179
  78 124 137 153 160 124 137 153 160 135  47 153 134 135]",[153 134  54  49 179  82 178  91]
5521.0,"[123  50  35 159 123  50 100  35 159  42 162 159  70 141 159 162 159 142
 123  14   9 159 123  14  70   9 159 149 123  14  19   9]",[ 80 159  35 159 123  50  35 159]
5522.0,"[ 17  46  73  45   9 136  94  13  35 136  35 152 136  71 136 128 123  13
  91 103 151 144  17 144 151 144 151 144  17 144 151 163]",[103  71  13  50  71  13  80 151]
5523.0,"[ 28  82 105 117  28  28  28   9 179 117 132 132 112  54 117  15 132 132
  54  80 161  37  37  37 144  80 161  37  37  37 144  80]",[ 37  37  37 144  80 140  75  75]
5524.0,"[147 147 147 147 147 147 147 153 166 109 147 147 147 147  40  76  36 109
 147 147 147 147   9  50 109  89  97  55  53  26  55  18]",[126  13  18  26 126  13  53  97]
5525.0,"[  7  14  82 153 117 165  54 165  85  91  46  14 150 151 153  17 151  85
 144  91 105  45 151  71 151 179  54  14 105 131 160  54]",[179  71  14 105 134 160  17 160]
5526.0,"[155  50  72 155   7  50  53 155  50 155 144 166 155 165 166 155 144 166
 155  73 153 155 165 153 144 155 123 153  54 155 144 166]",[123 166 144 155 165 166  73  68]
5527.0,"[ 82 165  94  17  46 165  94  17  82 165  94  17  82 165  35  17   9 134
  46 165 135 178 135 178 135 178 135 178 135 178 135 178]",[178 135  96 135  96 135  96 135]
5528.0,"[ 14  91  35  82  91  94  35 159  82  94 159 179 105  14  91  35  82  91
  94  35 159  82  94 159 179 159  82 179  94 105 159 166]",[153 105   7 166 153 105 166 179]
5529.0,"[159  63  75 123  63  75 123 115  68  50  26 167  68  26 160  68  78  26
 155 144 115  72 155 115 134 155  60 115  68 177  26  68]",[ 26 134  68  60  26 128 155  60]
5530.0,"[62 62 26 62 62 26 62 62 53 62  7 62 53 16 16 16 16 16 16 16 16 72 16 72
 72 16 72 72 16 72 72 16]",[72 16 72 72 16 72 72 16]
5531.0,"[  9 117  94 179  82  91 117  82 179  73  94   9  94 153  71 179   9 179
  85  54  73 179  82 179   7 123 179  82 179 179  71  73]",[  9  94 105 149 159   9 159 179]
5532.0,"[166 168 159  35   9 175 180 159  46  80   9  50 123  50  35 162  50  46
 159 142 168 109  35 159  35 109 159  35 159   9  13  94]",[ 35  17 159  35 123 159  35 159]
5533.0,"[152 136  17  35 136 123  35 136 123  35 140 136 123   9 136 144   9 136
 144 136 131 123  13  35 136 123   9 128 136 123  50 103]",[ 13 166  60  35  50  46 144 103]
5534.0,"[ 46  17  18 103  42 103 176 148  17 176 148 103 162 148  17 148 103 148
  17   3 103   3  17   3 103   3  17   3 103   3  17  70]",[100 162 123 100 162 128 110  36]
5535.0,"[152  55 152 131 126  35 152  80  60 152 154   9 152  80  80 128 152  83
 152  89  75 126  83 136 152 126 152 131 126 152 154 126]",[152   4 152 126   4 152 128  83]
5536.0,"[166 180  46  94  80  35  91  35  50  91 151  80 144  46  17  94  71  80
 144  35  13  91 151  50  78 136 152  17 103  71  45 144]",[ 13 131 151 150   6   8  67   8]
5537.0,"[  9   9  54 159  94  14 159  46  17  76  76  42  42  42  42 122 122 135
 135 168 135  92 145  12  93 111 129 109 128 142 128  46]",[ 76  76  42  42  42  42 122 122]
5538.0,"[124 167  73  73  73  73  73 149  75  24 124  75 174 128  73 124 174  78
  73 149 174 152  73 158 150 152 151  10  21  78  78  78]",[ 78  52  37  66  19  37 177  60]
5539.0,"[  5 165 123  17 157  28  99 131  55  55 126  73  13  55 128  39  39 178
  39  39  99  99 103  64  64 122 136  14  64  99 103  99]",[ 54  17  51 150 169 169 132 123]
5540.0,"[ 70 149  70 149 129  19 129 149 129  19 149  22  19  22 126  19 126  38
 126  38 129 129 129  38 129 126 145 162  83 122  29 122]",[162  99  59   0 174 174  77   0]
5541.0,"[  9  50 136 144  54 123 144 123  54 136  73  54 136  14 144 136  14  50
  14  50  91 117  50  91   9 144  91   9  35   9  35   9]",[ 80  35   9 144  35  80 159 179]
5542.0,"[176  35  94  14 160  46  93  94  46  82 165  85 126 180  85 165   7 126
  85 180 165 105  93  46 105  14 160 179  69  46 179  94]",[ 46  28  82  46  14 160  94 176]
5543.0,"[ 97 180 159 159  55 180 159  35 159  26 131  63  26  97  97  26  97 180
  97  18 103  36  18  97  97  92  18  97 166  97  63 140]",[ 63  53  53  89  63  53 153  53]
5544.0,"[103  51  78 103  88  13 103  99  71 103 157 150 144 103 144 151 144 157
 103 144  29 163  71  51 145  71  88  37  71  99 145  71]",[150 144 103 144 151 144  91 103]
5545.0,"[180  94  94 180  94  91  42  23 101 101  23  23  23  62  57 141   6 115
  45 130 115 127 127  84 115 127  85  85 127  85 179 179]",[ 85 179  94  94 179  94  91  42]
5546.0,"[  4 154   4 154   4 154   4 154   4 126   4  46  80   9 136   9  80  46
 180 153  88 129  83   9  73  35  13 136 152 123 128  13]",[ 35  39  82  80  94  39 159  39]
5547.0,"[132 116 158 157  43 108 159 131  43 108 159 131  43 108 159 131  43 108
 159 131  43 108 159 131  43 108 159 131  43 108 159 131]",[108 159 131  43 134  26  60  43]
5548.0,"[151  13  35  14 160  35 136 152  35  14 103  17  14 128  35  14 103  17
  14 160  82 136 128 123 136 152  82 136  13 123 136 128]",[ 35 103  14  35 152 105  35 160]
5549.0,"[126  82  39 126  39  35  39 126  39  91  39 126  39  14 108 122  64  35
  64  93  64  46  64  41  64 105  64 122  64  97  64  93]",[ 18  64  41  64  63  47  75 114]
5550.0,"[  4  70  83  70  83 162 154  83 126  83 126 116 135   4  70  83  70  83
 100 116 176  83 100 116 100 116 176  83 100 116 176  50]",[136 176 116 100 146  46 146 152]
