,x_val,future
1016,"[ 90  32 117 158 117   7  96  96  48  96  29  96  96  48  96 117 127  34
  79 139  79  11 170 170   7 170  48 170 170  25 170  91]",[ 81 136  81  76 107  96 162 138]
1017,"[ 63   7 123 169  86  53  29 146  53  62  53  86  53  29  19  53  62  53
  62 153  66 135 153 135 153  62  53 135  26  53  62  53]",[ 53  29 146  53  62  53  86  53]
1018,"[ 65  52 180 158 155  11 132 155  68  90 140   3  70 116 127 104 155   7
  29 119 112  10  42 158 167  10  42 158 167  10  42 158]",[ 10  42 158 167  10  42 158 167]
1019,"[ 11   3  29  25  86 119 122  86  25  29 164   3  11 127 155 173  79 122
  97 158  79 105 173 155 127  11   3  29  95  25  86 119]",[ 66  80 105  80  66 119  93  66]
1020,"[ 32  25   7  25  66 138  25  48  73  66 138  73   7  25  86  12  25  11
  48  86  93  48 127   7  86  93   7 127   7  86  93   7]",[ 7 86 22  7 90 11 70 22]
1021,"[  1  25  42  70   1  37 109  70   1  25  42  70   1  37 109  70   1  25
  42  70   1  37 109  66  34  25 138  66  12  93 138  66]",[ 25 138  66  12  93 138  66  34]
1022,"[  3 105  29 129  73  88  70 167 119 122  37  89 149 113 105  84 129 141
  93  12 129 141 105  84 149 113  37  89 119 122  86  95]",[ 93  29 129   3 105   7 149 140]
1023,"[137 165  37 165  37 178  73  70  37 165  91 165  39 129 123 149  66 149
  66  39  73  70  66 149  59  37 137 165 137  93  37  93]",[137  73  70  37  93 126  88 165]
1024,"[ 73  19   3 140  73 127 113  66  63  73   7  66   7 138  40   8 127  34
  40 113   7 138  40   8 140   1  37  56  86  29  37  48]",[165  88  37  73 165  25  34  93]
1025,"[148  22 129 148  22 148  22 148 129  83  71  83  71  83  71  83  71 154
  68 154  83 154  83 154  83  62  77  62  77  62  77  71]",[128  31  38 148  81 148 145 145]
1026,"[ 93  11  80  90  70  79  25 180  11  81  81 157  79   2  90 180  11  79
  25  90  70  11  80  25  93  70 167  25  93  11  80  90]",[ 79  25 180  11   2  90  81  81]
1027,"[ 58 179 124  10 155 122 124 122 125 124 122  83  83   6 122 107 122  83
 178  83 178 153  18 144  30 153 132  83 178  83 178 153]",[144  30 153 132  83  82  83  82]
1028,"[140 146  88 140  37  89 140 146  84 140  37   6 140  89  98 149 140  37
 140 129  98 149 140  37 140  98 129 140  37  95 140  98]",[140  37 125 140  89 146 105 140]
1029,"[ 32 138 175  32  93  25  79 118  66  32 136  32  76 138 136  32  93  25
  81 169  32 146  32 138 149  29  34  70 113 149   7  21]",[ 34 135   1 135  34 113 149   7]
1030,"[ 70  70 113  70  42  55  22   8  22  22 113  17 113  17  55  50  55  50
  12 170  12 170   6 170   6 170  42  81  42  81 138 138]",[ 11 148  11  11  11  11 167  11]
1031,"[164 179 144 102   3  25 119  66 175  66   0  80  37  51  51  27  51  17
  13  51 173  14 139 179 179 164 179 179 102 144 179  36]",[117 117  79 173 173 155 127 175]
1032,"[ 23  31  31  26  26  53  53  77  77  83  83  53  53 154 154 131 131  18
  18 179 179 102 102  30  30 124 124 102 102  10  10  60]",[145 145 175 175 143 143   0   0]
1033,"[ 11 132 155  68  90 140   3  70 116 127 104 155   7  29 119 112  10  42
 158 167  10  42 158 167  10  42 158 167  10  42 158 167]",[ 42 158 167  10  42 158 167 151]
1034,"[ 29  73  86  89 129  73  25  29 149   3   7 140 155 173 139 146  97 158
 139 173 155 140   7   3  29  84   7   3  29 128  73  86]",[ 66  86  29  84   7   3  29 128]
1035,"[149  32  70  42   7  55  70  42 165  32  70  42  48  55  70  42 149 138
  66  12  48 113  66  12 149 138  66  12  48 113  66  12]",[138  66  12  48 113  66  12 149]
1036,"[ 25   3  64  25 119  25   3  12  25  66  25   3  84  86  66  86  48   8
  86  66  86  48   6  86  80  86 173  64  11  48  11 173]",[127   3 127 173  32 155  48 155]
1037,"[  7  73 119 155 113 129  29  86 127  29  86   7  95  86  66  29  86  37
 140 146  37  73   3  73  37  73  37  73   3  73  37 140]",[113  25 119   7 129  29 119  29]
1038,"[168 168 168 164 102 116  58  65 141 111  65 158 158 112  65 158 155 155
 158 155   7   7 112 155   7  29  29   7  29 119 144 102]",[141 111  65 158 158 112  65 158]
1039,"[ 93  12 165  55 105  84  93  12 105  84  93  12  75  55  42  57  42  55
  57  55  57  55  42  57  42  55  57  55  57  55  42  57]",[ 55  57  55  57  48  55 165  37]
1040,"[ 84 122  13   8 143   6 122  95 143   6 122  95 143   6 122  95  13   6
   8 175  22  86  68  84   8  95 179 122  93  17   8  95]",[141   8  95  69  43  93  93  93]
1041,"[149  90  48 113 155  48  22 139  29  89  90  70 141 140  37  55  48 149
 113  29  70 129   7 149 113  48 119 165   7  48 113 119]",[ 88  48  29 167 149  70  89  73]
1042,"[127 113  91  63 140 125  37 146  73   3  37 139 125  73  19   3 140  73
 127 113  66  63  73   7  66   7 140  12  70  93   7  90]",[ 70 167   7 140  12  70  93 127]
1043,"[113  65 149  90 167   2  70  90 167   2  70   7 113  65 149   7 113  65
 149  21 104 104  21 169  21 169  21 169  52 169  40 169]",[169  78 178  78 178  78 178 163]
1044,"[ 68  17  86  95  25  93  48 165   3 105  11  80 127  66 179 122  25 105
  17 105  86  66  75  68  75  68  75  68  75  68 100   3]",[ 17  86  95  25  93  48 165   3]
1045,"[148  85  85  69 104 104  69 104 174  46 103   9 103 162 108  93  80  70
  25  11  90  85 148  85  85  69 104 104  69 104 174  46]",[  9 103 162 108  80  86  48  11]
1046,"[ 22  25  32  85  32 173  22  86  32 173   6  62  95  29   6  62   1 124
  89  11   1 124 114 179 141   3 114 179  64 134 122   3]",[134 109  62  84  86 109  62   1]
1047,"[165 127 140 127 169 140 169   7 139  21  90  21 127 140  57  42  90 117
 101  55  65 117  65 131 117 131 158  20 131 101 131  65]",[ 37  70 158 139  90 165 127 140]
1048,"[ 91  20 149  66  63  63 130  63  37  63  20 149  63  63 130 149  63  63
 139 149  76  76  97  37  65  66  33  33 101 150  61  61]",[ 91  28  28   2 154  20  63  33]
1049,"[ 95  86 107   0  95  95  95  95  95  95  95  95  95  95  95  98  86  17
  95  95  95  95  95  95  95  95  95  95  95  95 141 141]",[141 141 141 141 141 141 141 141]
1050,"[132 141 122 124 158 122  97  84 122  30  79 122  97  97  22 122  10 122
  58 179 124  10 155 122 124 122 125 124 122  83  83   6]",[107 122  83 178  83 178 153  18]
1051,"[140  89 173 140  29  29  56 140  29  86  29 155  64  79 155   3   3  58
 155   3  25   3 155 141 158 155  11  11 132 155  11  29]",[180 141 111 180 158 158 180 158]
1052,"[ 53  74  53  74  53  74  53  74  53  74  11  74 153  74 153  74 153  74
 153  74 153  74  11  42 107 150 140 150  78 150  78 150]",[150  78 140 150  78 150 140  42]
1053,"[157  48  47  47 115 117 115  35  35 157  35  35  97 157 157  36  47 157
  35 175  86  48  95  80 110  29  76 110  48  80  11  80]",[ 92   7 149  92  92  11  80   7]
1054,"[ 11  48   7  11 127  90  70  73  29  48  73   7  29  11  48   7  11 127
  11  48 127   7  90  11 173 127  79  90 117 173  79  90]",[127  90  11 127   7  11  48   7]
1055,"[ 87   9   9  68  46 115   9   9   9   9  87 108  46   9  68  46 115   9
   9  46  46  96 148   9 148   4   4  98   4  21 148 148]",[ 46   4  98   4  21 148 148  46]
1056,"[ 83 122  83 122  83 122  83 122  83 122  25  64  83 122  83 122  83 122
  83 122  83 122  83  25 122  83 122  83 122  83 122  83]",[ 83 122  25  64   3  25  70   3]
1057,"[ 37 101 105  97  93  79 167  90  89 140  84  90  89  79 167  90  89 140
  84   3  12  25  42  70   1  37 109  70   1  25  42  70]",[ 37 109  70   1  25  42  70   1]
1058,"[ 42 122 167  48 165  90  70 155 119  90  70  11  80   7 149  48 165 123
 167  80  22 165  55 165  55 175 138 144   1 175 138 165]",[149 113  80  22 123  42 148  32]
1059,"[ 70   1  37 109  70   1  25  42  70   1  37 109  70   1  25  42  70   1
  37 109  70   1  25  42  70   1  37 109  70   1  25  42]",[  1  37 109  66  34  25 138  66]
1060,"[ 88 129  51 149 105 129  88  95 122  64  95  88 129  51 149 105 129  88
  95 122  64  95  88 129  51 149 105 129  88  95 122  64]",[  6  88 125 129 141 105  84  80]
1061,"[ 84 122 122 122 144  64 144  64 153 141 144  64 153 141 122 122 122 119
  22 119  22  86  89 119  22  86  89 122 119  22 119  22]",[122 116  18 153  10 153  10 155]
1062,"[169  41 150  41 150  41 150  91 126  91 126  91 126  91 126  66 162 126
 162  12 162   8  12   8 126 162  69 126 162 126 162 126]",[ 12 162   8  12   8 126 162   8]
1063,"[ 65  35  95  65 180 133  79  95  22 180  81  79  22 180  81  97  22 158
  81  79 173  89  79  26  97  79  89  97  90  84  79 173]",[86 16 25 29 62  3 11 80]
1064,"[ 97  37 111  80 129 177 111 180 180 119 111 180 158 180  80 111 105 122
 157 111  97  97 119 111  97  79  97  37 111  80 129 177]",[180 180 119 111 180 158 180  80]
1065,"[107 145  22 108  16   4  16 145   6  49  95  18   0  31  26 148 143 148
  71  19  68  19  67  68  19 148 145 134  68 134  68 134]",[138  68   9 115 145  27  52 128]
1066,"[119  29 173 153 155  41 155 153 155 119  29  11 155  89 119  29  22  11
 155  84 119  29  12  11 155 119  29 140  29  86  29 141]",[173 180  86  29 101 140 173  20]
1067,"[ 55  55  55  55  41  70  84  55  55  55  55  86  55  70  55  55  55  55
  55  55  17 141 141 141 141 141 124 141  76 141 141 141]",[141 141 118  66  12 141 141 141]
1068,"[175  80   9  84  66   9  13   9  66 108  42  37  79 157 168  97  37 180
  97 105 143 117 165  79  93 117 165 143  51  84 105  17]",[127  84  66 127  13 127  66   3]
1069,"[113 137  46 124  54 124  54 124  54 124  54 178 165  48 101  70  89   1
   8 138  89   1 113  34  95   6 167  42   8 138 178   8]",[178  88 129 165 178  76  37  66]
1070,"[ 22 108   8 164 164 166 143  51 109   6  84 109   6  84 180 173 109   6
  97  84  51 109   6  51  84 179 109   6 173  84 175 109]",[175  84   3 155 109   6 127  84]
1071,"[105  37 145  86 145  95 105  37 145  86 145  95 105  80 145  86 145  95
 165  80 145  86  97  84  66  86 105  66  86  97  20 105]",[ 86  20  97 105  66  86  97 173]
1072,"[ 42 157 180 157 120  81 180  64 111 180 111 177 122 153 157  35 122 153
 111 101 180  97 158  79  83 122 173 155 140  11   3  29]",[122  25  86  70 119  11  42  79]
1073,"[ 14  86  97  22 119 171 117 144 180 119  97 108 167  25  83  25  12  80
 144  80  27   6  66  27  13  66   3  11   6  48  80  25]",[ 95  80  51  84 105  17 105  11]
1074,"[ 86  66  86 164  95  25 119  25  27  95  86  66  86 164  95  25 119  25
  27  95  86  66  86  49  95  86 119  86  49   0 117 173]",[173 117 180  97  27  35  20  97]
1075,"[114  12 172 141 114  84 109  22  32  89   1 122  64  95   6  93  12 129
 141 105  84  80  22  37  89 119 122  86  95  25  93  29]",[  3 105  11  80 140  37 155 119]
1076,"[123 150 178 123 123 169 176   4  42   4  42  98 169  52 169  40 169  52
 169 136 136  98 163 163   4   4   4   4  98 169  52 169]",[169  52 169  78 150  59 178  98]
1077,"[ 37 149 149 149  46  88 149  46  46  46  88 149  46  46  68  93 148 149
 104 149 149 105 149  80 149 149 149 104 165   9  70 148]",[ 70   4 149  80  66  80  66 148]
1078,"[ 80 173  95  48  80 173  95 117   6  48 143 175   6 175   6  48 143 175
   6  48  55  61  42  61  42  48  55  61  42  48  55  61]",[ 48  55  61  42  48  55  28 138]
1079,"[ 78  57  55  78 167 169 129  78  88  54  89  53 167  54   8 138  54  57
 138 125  73 138   1  76  34  76  88 154 105  76 149 113]",[ 34 113  76  88 154 165  76 129]
1080,"[  9   6  22   6  22   6  22   6  22 148   6  22   6  22   6  22   6  22
 108   6  22   6  22   6  22   6  22 145   6  22   6  22]",[22  6 22 68  6 22  6 22]
1081,"[ 40  37  40 165  40  88  40  89  40  88 165  89 114  95 129  37 129  95
  89  95 129 122 114  88 129  80 129  88 122  88 129  95]",[129  37  86 141  37 129  95 129]
1082,"[ 85  80 136 129 151 149 136 165  55 136  57  55 107 165 126  15   4 148
  17 126  66  69 136 107 143 107 143 143  46 175 148 143]",[175 145  86   4 175   9  49 148]
1083,"[ 78 150 133 150 133 150 169 126  54  78 150  78 150  78 150  78 150 133
 150 133 150 169 126  54  78 150  78 150  78 150  78 150]",[ 78  78 150  15 126  78 150 150]
1084,"[167  25  93  73  88  70 167   3 105  48 165  25  93  48 165 139  66  90
  70 127  73 117 165  79  37 139  66  90  70 127  73 140]",[ 28  28 126  91 126  91 126  91]
1085,"[167  11 155 140 153 141 122  22 141  25 140 167  55  11 155 140 153 141
 167 122  22 141  25 140 167  55  11 155 140  11 153 122]",[141 129  88  48   7 113 122 119]
1086,"[ 26 141 129  29  26  89 129  26  95 129  29 114 129 103 141 129 103 122
 129  88 129  29 114 129 103 141 129 103 122 129 103  88]",[ 86   1  95  53 141  95  53  89]
1087,"[ 41 116  41  56  26 100 178  16 148  38  22  81  22 116  41  56  26 100
 178  16 148  38  22  81  22  80  22  37  89  80  22  37]",[ 80  22  66   8  70 167  86  95]
1088,"[  8  93   8 160  88   8 170  12   8  93   8  93   8  12  55 105  84 165
  55  93  12 165  55 105  84  93  12 105  84  93  12 105]",[165  55  93  12 165  55 105  84]
1089,"[180 132  26  10  80 111 101  10  80 180  97 158  79 173 155  37  10 173
 140 105 155  11  80 155   3  37  10 155  29  80 155  25]",[155 158 112  97  65 112 101 111]
1090,"[ 11 129 149  70 127  29  90 129 149  70  48  42 165  80  70  48 165  80
  70  29  64 129 149  70  29 138 129 149  70  29 173 129]",[119  29 129 149 173  86  29  79]
1091,"[ 37 139 125  73  19   3 140  73 127 113  66  63  73   7  66   7 140  12
  70  93   7  90  42  70 167   7 140  12  70  93 127 113]",[ 63  73   7  66   7  34 149  33]
1092,"[ 70 173  90  11  25  11  80  90  79  85  12 181  55 113  81  22 170  12
  81  22  25 179  48 181   7  11 121  25 170  11 121  68]",[ 68  18 164  18 164   9  28   9]
1093,"[ 97 110  11 175 110 117 180 117  11 156  16 156  79  97  79  11  80  92
  92   7 149  92  92  11  80   7 149  92  92  11  80  14]",[ 25  93  14  14  29 129  43  43]
1094,"[ 73 125  88  78 165  37  88  73  34  88 149  66  88  73  88  78 165  37
  88 129  86   1 165 149  37  89  66  37 149 165 129  73]",[ 59 165  37  88  73  34  88 149]
1095,"[ 58 179 124  10 155 122 124 141 122 124 180 122 101 136  12  22 136  97
  22 180   6  22 143 158  22  14 159  18  97 153  10  10]",[ 10 153  10 153 124  10 124  10]
1096,"[  3 122  22  10 122  58 179 124  10 119 122 124 122 125 124 122  83  83
 122   6 107 122  83 178  83 178 153  18 144  30 153 132]",[122 132 141 122 124 158 122  97]
1097,"[138   7  33 113  84 113  91   8  89 113 167   8  89  93  88 167  33 149
 105 149  37  66  70   7  91   3  91   7 140  91   7  91]",[127  88  91 140   7 139  76  90]
1098,"[ 96  96 108 108  82  82  71  71  33  33 104 104  33  33  46  46  44  44
  52  52 142 142  31  31 142 142 104 104 137 137  46  46]",[115  46  46  46 107 135 107 135]
1099,"[155 173  26 173  89 173  89  26  89  89  26  89  89  56  26 139  89 173
 155  89 155 154 140  89  11   3  89  56 158  56  26 139]",[173 155  89 140  59 154  59  89]
1100,"[141  32  22 109 122 114  32 141 114  22  32 141  64  22 122 114  32 141
 114  22  32 141  64  22 122 114  32 141 114  22  32 141]",[ 22 122 114  32 141 114  22  32]
1101,"[ 48 165 139  66  90  70 127  73 117 165  79  37 139  66  90  70 127  73
 140  25 115   9 126  17 126  17 126  17 126  17 165  66]",[ 8 99 85 50 28 50 28 50]
1102,"[111  56  56 111 111  45 134 111 111 132 122 111 120 164  36 164 111 164
 120 164 111 155 164 111 180 132 155 155  58 111 180 129]",[155 158 132 177 155 132 111 155]
1103,"[ 95 143  14 153  95 143  14  95  29 143   3  29  95 174 136  11  62  95
 143  11  62  95 143 139  62  89  62  26 139 175  22 175]",[ 13  84  97 134  62  95 143 153]
1104,"[122  64 119 122 119 122 132 141 122 124  29 122   3 122  84  25  30 122
   3   3 122  22  10 122  58 179 124  10 119 122 124 122]",[124 122  83  83 122   6 107 122]
1105,"[ 48  48 148 119  70 165  97  31  90 173   4   3   3   9  70  86 105 101
  18 139  79 145 140 140   4  73  25  37  20   4 158 117]",[127 127 145  29  48  66  35  52]
1106,"[122  51  84  95   8 175   6  22  95  13   6   8  95 143   6 122  95  13
   6   8  95  27   8  84  49   6  40  49  40  40  40  40]",[40 40 40 40 40 40 40 40]
1107,"[167 140 178   7 140  48 165 139 124 155 139 165 117 124 139 155 165  90
 178 140  90  70 167 127  76 140 127   7 167 140  78  48]",[ 70 167   7  98  29 167   7  98]
1108,"[ 66  86  48  66 165   6  66  70  48  37 165  55  37  25  70 165  89  70
  25  70 165   8  70  86 167  66 165  95  66  25  84  86]",[86 48 22 70 80 70 86 80]
1109,"[150  39  21  39  46  46  46  46  46  46  46  46 178 150  31 150  77 150
  31 150 175 175 178  39  46  46  46  46  46  46  46  46]",[150  31 150  77 150  31 150  91]
1110,"[119 173  86  79  25 173  86 155 119 127  66 140  37   3 105  25  93  70
 167  37  89  70 167  86  95  66   8  86  95  66   8 105]",[66  8 86  6 25 12 48 55]
1111,"[167 165  29  66  29  90 167  55 167 149  48  37  48 140 140 165  90  37
 117  70 101  48 101  48 140 117  73 140 158   7  90 139]",[155  21  29  73  88 129  29  70]
1112,"[173 127 105  86 173  80 155  66  86 173  93  11 165  86 173 105 127  86
  97 173  66   3 180 105  86 173 119  11 117 119 173 119]",[ 97 105 119 173  66   3 173 127]
1113,"[ 42 141  42  78  55   1 138  42 125  42 125 141  48  55 178 178 178 165
  48  55 178 178 178 165   7  55  21  21 131 149 140  55]",[150 167  76  48  55 178 178 178]
1114,"[129  58 129  58  93  58 129 153 129 141 129 141 165 141  12 171 105 141
 141  92 119 141  70  55  25  11  90 171  79  84 180 173]",[ 62 122  62  16  62  16  21  16]
1115,"[ 73 155 119 139  73 155 119  90  70  70 167  70 167 127  66   7 149   7
 149 140  37  70 167  70 167   7 149  29 129   7 149  29]",[ 48  78  70  48  37 167   7  98]
1116,"[132 108 145 132   4 132 145  71 170 170   9 170  18 145 170 108  52 132
 132 148   9 132  18 145 170 108   9 170  18 145 170 108]",[132 132 148   9 132  18 145   9]
1117,"[153 141 132 132 132 132 132 140 132 132  11 132   7 132 132  11 132 180
 173   1  97 117  97  11 134 134   3 134  48 134 134   3]",[ 97 155  32 158  79 158 140 132]
1118,"[ 79  11  80  92  92   7 149  92  92  11  80   7 149  92  92  11  80  14
  14  25  93  14  14  29 129  43  43 119 132 155  43 158]",[178  16  90  30  30 101 157 101]
1119,"[ 46  99 108 126 145  78   4 126 145  87   9 115   9  66 127 127  87 108
  46   9  68  46 115   9   9 148  68  87   9   9  68  46]",[  9   9   9   9  87  25 108  68]
1120,"[165 105  18 149  80 145 149  80   9 105  80  68  66 119 148  70  86   9
  70  86  18  25  86 148 119  66   9  86 119 145  66  80]",[ 86 119  68  66  80 148 119  66]
1121,"[134 148  86  31  26 178  68  26 154  13  26  13  32  45  46 148  45  18
 124  44  44  45  57  49  96  49  18  49  18 109 134  82]",[ 68 134 148  19  31 134 145  67]
1122,"[139  90  65 117  79 139  90 155  90 127 140   7  48  25  73  70  25  73
 139 173 139 117  79 139 180  65 117  79 139  90 139  90]",[ 11   7  48  25  73  48  25 170]
1123,"[114 124 132 124 132 124 132 124 132 124 132  29   1  62  56  62  56  62
  56  62  56  62  56  29  56  62  56   3  56  13  56  29]",[62 56  3 32 40 74 40 74]
1124,"[140  37   3 105  25  93  70 167  37  89  70 167  86  95  66   8  86  95
  66   8 105  84  66   8  86   6  25  12  48  55   3  84]",[ 22 127   8 155 122 173  95  79]
1125,"[ 90 173 127  90  11 127   7  11  48   7  25  48  86   7  11   7  80  48
  25  86 165  70 119  70  93  73  88  25 167  48 122  89]",[149 165  37 119  70  93  73  88]
